PromptId,Order,Role,Agent,Phase,Slice,Title,File,RequiresEvidence,RequiresJudge,GateLevel,DependsOn,ExpectedEvidence,ExpectedJudge,RequiredInputs,RequiredOutputs,Status,Note,UpdatedAt,Attempt
M6-P1402,118,CODER,m6-coder,SLICE_M6.2E,M6.2E,M6_2E_CODER_IMPLEMENT,00-spec/prompts/0118_M6-P1402_M6_2E_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1401,04-artifacts/evidence/prompts/M6-P1402.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2E.md;04-artifacts/impl/M6.2E/PLAN.md;04-artifacts/evidence/prompts/M6-P1401.json,04-artifacts/evidence/prompts/M6-P1402.json;04-artifacts/impl/M6.2E/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1403,119,TESTER,m6-tester,SLICE_M6.2E,M6.2E,M6_2E_TESTER_BUILD,00-spec/prompts/0119_M6-P1403_M6_2E_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1402,04-artifacts/evidence/prompts/M6-P1403.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2E.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1402.json,04-artifacts/evidence/prompts/M6-P1403.json;04-artifacts/impl/M6.2E/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1404,120,TESTER,m6-tester,SLICE_M6.2E,M6.2E,M6_2E_TESTER_RUN,00-spec/prompts/0120_M6-P1404_M6_2E_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1403,04-artifacts/evidence/prompts/M6-P1404.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2E/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1403.json,04-artifacts/evidence/prompts/M6-P1404.json;04-artifacts/test-reports/M6.2E/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1405,121,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2E,M6.2E,M6_2E_BOUNDARY_ADVERSARY,00-spec/prompts/0121_M6-P1405_M6_2E_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1404,04-artifacts/evidence/prompts/M6-P1405.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2E.md;04-artifacts/test-reports/M6.2E/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1404.json,04-artifacts/evidence/prompts/M6-P1405.json;04-artifacts/boundary-reports/M6.2E_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1406,122,SECURITY_PII,m6-security-pii,SLICE_M6.2E,M6.2E,M6_2E_SECURITY_REVIEW,00-spec/prompts/0122_M6-P1406_M6_2E_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1405,04-artifacts/evidence/prompts/M6-P1406.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2E.md;04-artifacts/boundary-reports/M6.2E_boundary.md;04-artifacts/evidence/prompts/M6-P1405.json,04-artifacts/evidence/prompts/M6-P1406.json;04-artifacts/security-reports/M6.2E_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1407,123,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2E,M6.2E,M6_2E_EVIDENCE_COLLECT,00-spec/prompts/0123_M6-P1407_M6_2E_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1406,04-artifacts/evidence/prompts/M6-P1407.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2E.md;04-artifacts/evidence/prompts/M6-P1400.json;04-artifacts/evidence/prompts/M6-P1401.json;04-artifacts/evidence/prompts/M6-P1402.json;04-artifacts/evidence/prompts/M6-P1403.json;04-artifacts/evidence/prompts/M6-P1404.json;04-artifacts/evidence/prompts/M6-P1405.json;04-artifacts/evidence/prompts/M6-P1406.json,04-artifacts/evidence/prompts/M6-P1407.json;04-artifacts/evidence/prompts/M6_2E_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1408,124,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2E,M6.2E,M6_2E_DOCS,00-spec/prompts/0124_M6-P1408_M6_2E_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1407,04-artifacts/evidence/prompts/M6-P1408.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2E.md;04-artifacts/evidence/prompts/M6-P1407.json,04-artifacts/evidence/prompts/M6-P1408.json;04-artifacts/analysis/slices/M6_2E_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1409,125,JUDGE,m6-judge,SLICE_M6.2E,M6.2E,M6_2E_SLICE_GATE_JUDGE,00-spec/prompts/0125_M6-P1409_M6_2E_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1408,04-artifacts/evidence/prompts/M6-P1409.json,04-artifacts/evidence/judge/M6-P1409_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2E.md;04-artifacts/evidence/prompts/M6-P1400.json;04-artifacts/evidence/prompts/M6-P1401.json;04-artifacts/evidence/prompts/M6-P1402.json;04-artifacts/evidence/prompts/M6-P1403.json;04-artifacts/evidence/prompts/M6-P1404.json;04-artifacts/evidence/prompts/M6-P1405.json;04-artifacts/evidence/prompts/M6-P1406.json;04-artifacts/evidence/prompts/M6-P1407.json;04-artifacts/evidence/prompts/M6-P1408.json,04-artifacts/evidence/prompts/M6-P1409.json;04-artifacts/evidence/judge/M6-P1409_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1500,126,JUDGE,m6-judge,SLICE_M6.2F,M6.2F,M6_2F_ENTRY_GATE_JUDGE,00-spec/prompts/0126_M6-P1500_M6_2F_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1409,04-artifacts/evidence/prompts/M6-P1500.json,04-artifacts/evidence/judge/M6-P1500_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2F.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1409.json,04-artifacts/evidence/prompts/M6-P1500.json;04-artifacts/evidence/judge/M6-P1500_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1501,127,CODER,m6-coder,SLICE_M6.2F,M6.2F,M6_2F_CODER_PLAN,00-spec/prompts/0127_M6-P1501_M6_2F_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1500,04-artifacts/evidence/prompts/M6-P1501.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2F.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1500.json,04-artifacts/evidence/prompts/M6-P1501.json;04-artifacts/impl/M6.2F/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1502,128,CODER,m6-coder,SLICE_M6.2F,M6.2F,M6_2F_CODER_IMPLEMENT,00-spec/prompts/0128_M6-P1502_M6_2F_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1501,04-artifacts/evidence/prompts/M6-P1502.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2F.md;04-artifacts/impl/M6.2F/PLAN.md;04-artifacts/evidence/prompts/M6-P1501.json,04-artifacts/evidence/prompts/M6-P1502.json;04-artifacts/impl/M6.2F/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1503,129,TESTER,m6-tester,SLICE_M6.2F,M6.2F,M6_2F_TESTER_BUILD,00-spec/prompts/0129_M6-P1503_M6_2F_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1502,04-artifacts/evidence/prompts/M6-P1503.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2F.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1502.json,04-artifacts/evidence/prompts/M6-P1503.json;04-artifacts/impl/M6.2F/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1504,130,TESTER,m6-tester,SLICE_M6.2F,M6.2F,M6_2F_TESTER_RUN,00-spec/prompts/0130_M6-P1504_M6_2F_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1503,04-artifacts/evidence/prompts/M6-P1504.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2F/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1503.json,04-artifacts/evidence/prompts/M6-P1504.json;04-artifacts/test-reports/M6.2F/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1505,131,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2F,M6.2F,M6_2F_BOUNDARY_ADVERSARY,00-spec/prompts/0131_M6-P1505_M6_2F_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1504,04-artifacts/evidence/prompts/M6-P1505.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2F.md;04-artifacts/test-reports/M6.2F/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1504.json,04-artifacts/evidence/prompts/M6-P1505.json;04-artifacts/boundary-reports/M6.2F_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1506,132,SECURITY_PII,m6-security-pii,SLICE_M6.2F,M6.2F,M6_2F_SECURITY_REVIEW,00-spec/prompts/0132_M6-P1506_M6_2F_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1505,04-artifacts/evidence/prompts/M6-P1506.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2F.md;04-artifacts/boundary-reports/M6.2F_boundary.md;04-artifacts/evidence/prompts/M6-P1505.json,04-artifacts/evidence/prompts/M6-P1506.json;04-artifacts/security-reports/M6.2F_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1507,133,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2F,M6.2F,M6_2F_EVIDENCE_COLLECT,00-spec/prompts/0133_M6-P1507_M6_2F_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1506,04-artifacts/evidence/prompts/M6-P1507.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2F.md;04-artifacts/evidence/prompts/M6-P1500.json;04-artifacts/evidence/prompts/M6-P1501.json;04-artifacts/evidence/prompts/M6-P1502.json;04-artifacts/evidence/prompts/M6-P1503.json;04-artifacts/evidence/prompts/M6-P1504.json;04-artifacts/evidence/prompts/M6-P1505.json;04-artifacts/evidence/prompts/M6-P1506.json,04-artifacts/evidence/prompts/M6-P1507.json;04-artifacts/evidence/prompts/M6_2F_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1508,134,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2F,M6.2F,M6_2F_DOCS,00-spec/prompts/0134_M6-P1508_M6_2F_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1507,04-artifacts/evidence/prompts/M6-P1508.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2F.md;04-artifacts/evidence/prompts/M6-P1507.json,04-artifacts/evidence/prompts/M6-P1508.json;04-artifacts/analysis/slices/M6_2F_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1509,135,JUDGE,m6-judge,SLICE_M6.2F,M6.2F,M6_2F_SLICE_GATE_JUDGE,00-spec/prompts/0135_M6-P1509_M6_2F_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1508,04-artifacts/evidence/prompts/M6-P1509.json,04-artifacts/evidence/judge/M6-P1509_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2F.md;04-artifacts/evidence/prompts/M6-P1500.json;04-artifacts/evidence/prompts/M6-P1501.json;04-artifacts/evidence/prompts/M6-P1502.json;04-artifacts/evidence/prompts/M6-P1503.json;04-artifacts/evidence/prompts/M6-P1504.json;04-artifacts/evidence/prompts/M6-P1505.json;04-artifacts/evidence/prompts/M6-P1506.json;04-artifacts/evidence/prompts/M6-P1507.json;04-artifacts/evidence/prompts/M6-P1508.json,04-artifacts/evidence/prompts/M6-P1509.json;04-artifacts/evidence/judge/M6-P1509_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1600,136,JUDGE,m6-judge,SLICE_M6.2G,M6.2G,M6_2G_ENTRY_GATE_JUDGE,00-spec/prompts/0136_M6-P1600_M6_2G_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1509,04-artifacts/evidence/prompts/M6-P1600.json,04-artifacts/evidence/judge/M6-P1600_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2G.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1509.json;04-artifacts/evidence/entry/M6-ENTRY-001.json;04-artifacts/evidence/entry/M6-ENTRY-002.json;04-artifacts/evidence/entry/M6-ENTRY-003.json;04-artifacts/evidence/entry/M6-ENTRY-004.json,04-artifacts/evidence/prompts/M6-P1600.json;04-artifacts/evidence/judge/M6-P1600_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1601,137,CODER,m6-coder,SLICE_M6.2G,M6.2G,M6_2G_CODER_PLAN,00-spec/prompts/0137_M6-P1601_M6_2G_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1600,04-artifacts/evidence/prompts/M6-P1601.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2G.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1600.json,04-artifacts/evidence/prompts/M6-P1601.json;04-artifacts/impl/M6.2G/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1602,138,CODER,m6-coder,SLICE_M6.2G,M6.2G,M6_2G_CODER_IMPLEMENT,00-spec/prompts/0138_M6-P1602_M6_2G_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1601,04-artifacts/evidence/prompts/M6-P1602.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2G.md;04-artifacts/impl/M6.2G/PLAN.md;04-artifacts/evidence/prompts/M6-P1601.json,04-artifacts/evidence/prompts/M6-P1602.json;04-artifacts/impl/M6.2G/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1603,139,TESTER,m6-tester,SLICE_M6.2G,M6.2G,M6_2G_TESTER_BUILD,00-spec/prompts/0139_M6-P1603_M6_2G_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1602,04-artifacts/evidence/prompts/M6-P1603.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2G.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1602.json,04-artifacts/evidence/prompts/M6-P1603.json;04-artifacts/impl/M6.2G/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1604,140,TESTER,m6-tester,SLICE_M6.2G,M6.2G,M6_2G_TESTER_RUN,00-spec/prompts/0140_M6-P1604_M6_2G_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1603,04-artifacts/evidence/prompts/M6-P1604.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2G/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1603.json,04-artifacts/evidence/prompts/M6-P1604.json;04-artifacts/test-reports/M6.2G/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1605,141,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2G,M6.2G,M6_2G_BOUNDARY_ADVERSARY,00-spec/prompts/0141_M6-P1605_M6_2G_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1604,04-artifacts/evidence/prompts/M6-P1605.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2G.md;04-artifacts/test-reports/M6.2G/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1604.json,04-artifacts/evidence/prompts/M6-P1605.json;04-artifacts/boundary-reports/M6.2G_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1606,142,SECURITY_PII,m6-security-pii,SLICE_M6.2G,M6.2G,M6_2G_SECURITY_REVIEW,00-spec/prompts/0142_M6-P1606_M6_2G_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1605,04-artifacts/evidence/prompts/M6-P1606.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2G.md;04-artifacts/boundary-reports/M6.2G_boundary.md;04-artifacts/evidence/prompts/M6-P1605.json,04-artifacts/evidence/prompts/M6-P1606.json;04-artifacts/security-reports/M6.2G_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1607,143,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2G,M6.2G,M6_2G_EVIDENCE_COLLECT,00-spec/prompts/0143_M6-P1607_M6_2G_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1606,04-artifacts/evidence/prompts/M6-P1607.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2G.md;04-artifacts/evidence/prompts/M6-P1600.json;04-artifacts/evidence/prompts/M6-P1601.json;04-artifacts/evidence/prompts/M6-P1602.json;04-artifacts/evidence/prompts/M6-P1603.json;04-artifacts/evidence/prompts/M6-P1604.json;04-artifacts/evidence/prompts/M6-P1605.json;04-artifacts/evidence/prompts/M6-P1606.json,04-artifacts/evidence/prompts/M6-P1607.json;04-artifacts/evidence/prompts/M6_2G_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1608,144,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2G,M6.2G,M6_2G_DOCS,00-spec/prompts/0144_M6-P1608_M6_2G_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1607,04-artifacts/evidence/prompts/M6-P1608.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2G.md;04-artifacts/evidence/prompts/M6-P1607.json,04-artifacts/evidence/prompts/M6-P1608.json;04-artifacts/analysis/slices/M6_2G_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1609,145,JUDGE,m6-judge,SLICE_M6.2G,M6.2G,M6_2G_SLICE_GATE_JUDGE,00-spec/prompts/0145_M6-P1609_M6_2G_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1608,04-artifacts/evidence/prompts/M6-P1609.json,04-artifacts/evidence/judge/M6-P1609_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2G.md;04-artifacts/evidence/prompts/M6-P1600.json;04-artifacts/evidence/prompts/M6-P1601.json;04-artifacts/evidence/prompts/M6-P1602.json;04-artifacts/evidence/prompts/M6-P1603.json;04-artifacts/evidence/prompts/M6-P1604.json;04-artifacts/evidence/prompts/M6-P1605.json;04-artifacts/evidence/prompts/M6-P1606.json;04-artifacts/evidence/prompts/M6-P1607.json;04-artifacts/evidence/prompts/M6-P1608.json,04-artifacts/evidence/prompts/M6-P1609.json;04-artifacts/evidence/judge/M6-P1609_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1700,146,JUDGE,m6-judge,SLICE_M6.2H,M6.2H,M6_2H_ENTRY_GATE_JUDGE,00-spec/prompts/0146_M6-P1700_M6_2H_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1609,04-artifacts/evidence/prompts/M6-P1700.json,04-artifacts/evidence/judge/M6-P1700_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2H.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1609.json,04-artifacts/evidence/prompts/M6-P1700.json;04-artifacts/evidence/judge/M6-P1700_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1701,147,CODER,m6-coder,SLICE_M6.2H,M6.2H,M6_2H_CODER_PLAN,00-spec/prompts/0147_M6-P1701_M6_2H_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1700,04-artifacts/evidence/prompts/M6-P1701.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2H.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1700.json,04-artifacts/evidence/prompts/M6-P1701.json;04-artifacts/impl/M6.2H/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1702,148,CODER,m6-coder,SLICE_M6.2H,M6.2H,M6_2H_CODER_IMPLEMENT,00-spec/prompts/0148_M6-P1702_M6_2H_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1701,04-artifacts/evidence/prompts/M6-P1702.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2H.md;04-artifacts/impl/M6.2H/PLAN.md;04-artifacts/evidence/prompts/M6-P1701.json,04-artifacts/evidence/prompts/M6-P1702.json;04-artifacts/impl/M6.2H/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1703,149,TESTER,m6-tester,SLICE_M6.2H,M6.2H,M6_2H_TESTER_BUILD,00-spec/prompts/0149_M6-P1703_M6_2H_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1702,04-artifacts/evidence/prompts/M6-P1703.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2H.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1702.json,04-artifacts/evidence/prompts/M6-P1703.json;04-artifacts/impl/M6.2H/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1704,150,TESTER,m6-tester,SLICE_M6.2H,M6.2H,M6_2H_TESTER_RUN,00-spec/prompts/0150_M6-P1704_M6_2H_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1703,04-artifacts/evidence/prompts/M6-P1704.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2H/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1703.json,04-artifacts/evidence/prompts/M6-P1704.json;04-artifacts/test-reports/M6.2H/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1705,151,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2H,M6.2H,M6_2H_BOUNDARY_ADVERSARY,00-spec/prompts/0151_M6-P1705_M6_2H_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1704,04-artifacts/evidence/prompts/M6-P1705.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2H.md;04-artifacts/test-reports/M6.2H/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1704.json,04-artifacts/evidence/prompts/M6-P1705.json;04-artifacts/boundary-reports/M6.2H_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1706,152,SECURITY_PII,m6-security-pii,SLICE_M6.2H,M6.2H,M6_2H_SECURITY_REVIEW,00-spec/prompts/0152_M6-P1706_M6_2H_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1705,04-artifacts/evidence/prompts/M6-P1706.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2H.md;04-artifacts/boundary-reports/M6.2H_boundary.md;04-artifacts/evidence/prompts/M6-P1705.json,04-artifacts/evidence/prompts/M6-P1706.json;04-artifacts/security-reports/M6.2H_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1707,153,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2H,M6.2H,M6_2H_EVIDENCE_COLLECT,00-spec/prompts/0153_M6-P1707_M6_2H_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1706,04-artifacts/evidence/prompts/M6-P1707.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2H.md;04-artifacts/evidence/prompts/M6-P1700.json;04-artifacts/evidence/prompts/M6-P1701.json;04-artifacts/evidence/prompts/M6-P1702.json;04-artifacts/evidence/prompts/M6-P1703.json;04-artifacts/evidence/prompts/M6-P1704.json;04-artifacts/evidence/prompts/M6-P1705.json;04-artifacts/evidence/prompts/M6-P1706.json,04-artifacts/evidence/prompts/M6-P1707.json;04-artifacts/evidence/prompts/M6_2H_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1708,154,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2H,M6.2H,M6_2H_DOCS,00-spec/prompts/0154_M6-P1708_M6_2H_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1707,04-artifacts/evidence/prompts/M6-P1708.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2H.md;04-artifacts/evidence/prompts/M6-P1707.json,04-artifacts/evidence/prompts/M6-P1708.json;04-artifacts/analysis/slices/M6_2H_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
